ID,adj.P.Val,P.Value,F,Gene.symbol
227559_at,0.00148167,1.27E-05,14.47426,NDUFAF4
1556749_at,0.00148351,1.27E-05,14.46731,
204547_at,0.00150443,1.29E-05,14.43169,RAB40B
205202_at,0.00150443,1.29E-05,14.42799,PCMT1
203125_x_at,0.00150443,1.30E-05,14.42391,SLC11A2
204163_at,0.00150443,1.30E-05,14.41905,EMILIN1
228066_at,0.00150443,1.30E-05,14.41423,C17orf96
239091_at,0.00150443,1.31E-05,14.40641,
214652_at,0.00150443,1.31E-05,14.40514,DRD1
219232_s_at,0.00150443,1.31E-05,14.40366,EGLN3
212641_at,0.00152428,1.33E-05,14.37247,HIVEP2
218039_at,0.00152985,1.34E-05,14.36071,NUSAP1
201617_x_at,0.00153473,1.34E-05,14.3499,CALD1
223653_x_at,0.00154409,1.37E-05,14.31843,CELF4
213446_s_at,0.00154409,1.37E-05,14.31589,IQGAP1
1557122_s_at,0.00154409,1.37E-05,14.31574,GABRB2
1557996_at,0.00154409,1.37E-05,14.3153,
215581_s_at,0.00154409,1.37E-05,14.31257,MCM3AP
239111_at,0.00154409,1.37E-05,14.312,PRDM8
242549_at,0.00154445,1.38E-05,14.30234,PRKD3
203196_at,0.00154445,1.38E-05,14.30147,ABCC4
232347_x_at,0.00154445,1.38E-05,14.29894,
213244_at,0.00154538,1.38E-05,14.29351,SCAMP4
244623_at,0.00156376,1.40E-05,14.26524,KCNQ5
230973_at,0.0015693,1.41E-05,14.25387,SH2D5
204507_s_at,0.00157275,1.42E-05,14.24526,PPP3R1
222570_at,0.0015775,1.42E-05,14.23498,NCS1
229419_at,0.00159716,1.45E-05,14.20112,FBXW7
210078_s_at,0.00159716,1.45E-05,14.20076,KCNAB1
222589_at,0.00159716,1.45E-05,14.19215,NLK
232305_at,0.00159716,1.45E-05,14.18895,HMGCLL1
227817_at,0.00159716,1.46E-05,14.18501,PRKCB
221792_at,0.00159716,1.46E-05,14.18118,RAB6B
202754_at,0.00159716,1.46E-05,14.17797,R3HDM1
242705_x_at,0.00159716,1.46E-05,14.17708,LRPAP1
1558078_at,0.00160052,1.47E-05,14.16537,
238694_at,0.00160052,1.47E-05,14.16474,DGKE
205383_s_at,0.00160279,1.48E-05,14.15517,ZBTB20
204165_at,0.00160279,1.48E-05,14.15381,WASF1
242651_at,0.00160627,1.49E-05,14.14541,
214312_at,0.00161484,1.50E-05,14.13063,FOXA2
211451_s_at,0.00162163,1.51E-05,14.11815,KCNJ4
205574_x_at,0.00162243,1.51E-05,14.11317,BMP1
204729_s_at,0.00162406,1.52E-05,14.09962,STX1A
242052_at,0.00162406,1.52E-05,14.09939,
1555122_at,0.00162406,1.52E-05,14.09572,ADGRA3
215267_s_at,0.00162406,1.53E-05,14.08891,SLC8A2
200808_s_at,0.00162406,1.53E-05,14.08468,ZYX
215146_s_at,0.00162406,1.53E-05,14.08099,TTC28
214823_at,0.00162406,1.53E-05,14.0809,ZNF204P
229728_at,0.00162406,1.54E-05,14.07961,
243163_at,0.00162495,1.54E-05,14.07461,HECW1
235850_at,0.00163763,1.55E-05,14.05503,FAM162A
233919_s_at,0.00164616,1.57E-05,14.04067,HABP4
204230_s_at,0.00165942,1.58E-05,14.01748,SLC17A7
206376_at,0.00165942,1.59E-05,14.00971,SLC6A15
1553998_at,0.00165942,1.59E-05,14.00953,DMRTC1B///DMRTC1
214217_at,0.00165942,1.59E-05,14.00394,GRM5
238486_at,0.00165942,1.60E-05,13.99809,FRS2
206014_at,0.00165942,1.60E-05,13.99793,ACTL6B
212339_at,0.00165942,1.60E-05,13.9976,EPB41L1
209098_s_at,0.00166995,1.61E-05,13.98107,JAG1
205827_at,0.00167447,1.62E-05,13.97183,CCK
1556590_s_at,0.00167839,1.63E-05,13.96335,
1554600_s_at,0.00168179,1.63E-05,13.9555,LMNA
229890_at,0.00168545,1.64E-05,13.94412,LOC100507547///PRRT1
204159_at,0.00168545,1.64E-05,13.94359,CDKN2C
214815_at,0.0016886,1.65E-05,13.93513,TRIM33
225537_at,0.0016886,1.65E-05,13.93234,TRAPPC6B
1558569_at,0.00169336,1.66E-05,13.92296,LOC100131541
241277_x_at,0.00169438,1.66E-05,13.91801,ZNF837
202827_s_at,0.00169615,1.67E-05,13.91118,MMP14
239468_at,0.00169615,1.67E-05,13.90848,MKX
226495_at,0.00170049,1.68E-05,13.89864,MAVS
233095_at,0.00170049,1.68E-05,13.89596,EPHA6
218236_s_at,0.0017045,1.69E-05,13.88755,PRKD3
230298_at,0.00171101,1.70E-05,13.87258,MBLAC2
202391_at,0.00171101,1.71E-05,13.86919,BASP1
202670_at,0.00171101,1.71E-05,13.86889,MAP2K1
227884_at,0.00171957,1.72E-05,13.85356,TAF15
1569269_s_at,0.00171957,1.72E-05,13.8516,SRGAP1
1553165_at,0.00172889,1.74E-05,13.83117,SYNRG
221919_at,0.00172889,1.74E-05,13.82826,HNRNPA1
203999_at,0.00172889,1.74E-05,13.82731,SYT1
203962_s_at,0.00172889,1.74E-05,13.82415,NEBL
229029_at,0.00172889,1.75E-05,13.81558,CAMK4
205348_s_at,0.00172889,1.75E-05,13.8147,DYNC1I1
218751_s_at,0.00172889,1.75E-05,13.81273,FBXW7
230076_at,0.00172889,1.75E-05,13.81187,PITPNM3
240270_x_at,0.00173141,1.76E-05,13.80538,
203266_s_at,0.00173337,1.77E-05,13.79955,MAP2K4
201890_at,0.00173663,1.78E-05,13.78909,RRM2
213222_at,0.00173663,1.78E-05,13.78803,PLCB1
217519_at,0.00173663,1.78E-05,13.78512,
240510_at,0.00178422,1.83E-05,13.72573,NBN
210871_x_at,0.00178422,1.83E-05,13.72434,SSX2IP
231665_at,0.00178867,1.84E-05,13.7155,ARG1
218318_s_at,0.00178867,1.85E-05,13.71236,NLK
202854_at,0.00179477,1.85E-05,13.70209,HPRT1
215161_at,0.0017968,1.87E-05,13.69103,CAMK1G
1566440_at,0.0017968,1.87E-05,13.6904,CTNND2
208890_s_at,0.0017968,1.87E-05,13.68937,PLXNB2
210598_at,0.00180255,1.88E-05,13.67956,
232125_at,0.00180515,1.88E-05,13.67203,ZBTB20
230846_at,0.00180515,1.89E-05,13.6696,AKAP5
223628_at,0.00180515,1.89E-05,13.66631,TMEM191A
1555385_at,0.00180639,1.90E-05,13.6584,B4GALNT1
225931_s_at,0.00180639,1.90E-05,13.65806,RNF213
205799_s_at,0.0018065,1.90E-05,13.6545,SLC3A1
203414_at,0.00181106,1.91E-05,13.64448,MMD
209891_at,0.00181106,1.91E-05,13.64266,SPC25
206343_s_at,0.00181966,1.92E-05,13.62988,NRG1
1565913_at,0.00182166,1.93E-05,13.62156,
235296_at,0.00182166,1.93E-05,13.61999,EIF5A2
239437_at,0.00182166,1.94E-05,13.61424,
229346_at,0.00182166,1.94E-05,13.61385,NES
201598_s_at,0.00182166,1.94E-05,13.61073,INPPL1
228758_at,0.00182375,1.95E-05,13.60508,BCL6
1552943_at,0.00182411,1.95E-05,13.60133,GABRG1
202507_s_at,0.00182842,1.96E-05,13.59315,SNAP25
228579_at,0.00182842,1.96E-05,13.58886,KCNQ3
222762_x_at,0.00182842,1.97E-05,13.5866,LIMD1
202173_s_at,0.00183081,1.97E-05,13.58068,VEZF1
237626_at,0.00183832,1.98E-05,13.56928,
1565823_at,0.00184975,2.00E-05,13.55377,SEPT7
1558792_x_at,0.00185264,2.01E-05,13.54737,AP2A1
214657_s_at,0.00185649,2.02E-05,13.53497,MIR612///NEAT1
209109_s_at,0.00185649,2.02E-05,13.53468,TSPAN6
229778_at,0.00185649,2.02E-05,13.53337,SPX
228776_at,0.00185767,2.03E-05,13.52761,GJC1
206213_at,0.00185767,2.03E-05,13.52553,WNT10B
235163_at,0.00186456,2.04E-05,13.51292,MOB3A
235216_at,0.00186456,2.05E-05,13.50948,ESCO1
233234_at,0.00186456,2.05E-05,13.50843,KCTD16
223719_s_at,0.00186599,2.05E-05,13.50366,RTBDN
238812_at,0.00186735,2.06E-05,13.49898,
239290_at,0.00186881,2.06E-05,13.49419,FRMPD4
234953_x_at,0.00187404,2.07E-05,13.48408,ZNF19
238728_at,0.00187404,2.07E-05,13.48223,MRPS23
1554526_at,0.00187644,2.08E-05,13.47648,OLFM3
238458_at,0.00188346,2.09E-05,13.46595,MICU3
236007_at,0.00189343,2.11E-05,13.44981,AKAP10
229657_at,0.00189343,2.11E-05,13.44918,THRB
235629_at,0.0019086,2.13E-05,13.43022,
232135_at,0.0019086,2.13E-05,13.42587,SAP30L
203969_at,0.0019086,2.14E-05,13.42354,PEX3
226322_at,0.0019086,2.14E-05,13.42052,TMTC1
209199_s_at,0.0019086,2.14E-05,13.41763,MEF2C
218593_at,0.00191057,2.15E-05,13.41243,RBM28
221104_s_at,0.00191554,2.16E-05,13.4042,NIPSNAP3B
221217_s_at,0.00191874,2.17E-05,13.39778,RBFOX1
231835_at,0.00192576,2.18E-05,13.38717,FAM213B
220979_s_at,0.00192576,2.18E-05,13.38358,ST6GALNAC5
1557107_at,0.00192576,2.18E-05,13.3812,SLC26A4-AS1
218657_at,0.00192741,2.20E-05,13.37108,RAPGEFL1
227922_x_at,0.00192741,2.20E-05,13.37074,GTF2IP20
1559072_a_at,0.00192741,2.20E-05,13.36771,ELFN2
202260_s_at,0.00192741,2.20E-05,13.36506,STXBP1
212791_at,0.00192741,2.20E-05,13.3639,C1orf216
228062_at,0.00193709,2.22E-05,13.35104,NAP1L5
209773_s_at,0.00194309,2.23E-05,13.34191,RRM2
204822_at,0.0019534,2.25E-05,13.32478,TTK
201539_s_at,0.0019534,2.25E-05,13.32342,FHL1
227087_at,0.0019534,2.25E-05,13.32236,INPP4A
226507_at,0.0019615,2.26E-05,13.31125,PAK1
214805_at,0.00196872,2.28E-05,13.30001,SNORD10///SNORA48///SNORA67///EIF4A1
235954_at,0.00196872,2.28E-05,13.29797,
1554493_s_at,0.00196876,2.29E-05,13.29225,THADA
204953_at,0.00196876,2.29E-05,13.29182,SNAP91
225140_at,0.00197431,2.30E-05,13.28331,KLF3
1560648_s_at,0.00198931,2.32E-05,13.2656,TSPYL1
230765_at,0.00199011,2.32E-05,13.26179,NWD2
202111_at,0.00199365,2.33E-05,13.25531,SLC4A2
220966_x_at,0.00201168,2.36E-05,13.23263,ARPC5L
224044_at,0.00201168,2.36E-05,13.23148,RHOT1
226670_s_at,0.00201168,2.36E-05,13.22748,PABPC1L
243834_at,0.00201168,2.37E-05,13.22584,TNRC6A
229151_at,0.00201698,2.38E-05,13.21775,SLC14A1
225061_at,0.00202353,2.39E-05,13.20361,DNAJA4
224846_at,0.00202353,2.40E-05,13.20142,SHKBP1
239721_at,0.00202353,2.40E-05,13.19809,
1563181_a_at,0.00202353,2.40E-05,13.1967,
244031_at,0.00202353,2.40E-05,13.19656,
212349_at,0.00202711,2.41E-05,13.1883,POFUT1
1569948_at,0.00202711,2.41E-05,13.18721,
213921_at,0.00202785,2.42E-05,13.18355,SST
231980_at,0.00202839,2.42E-05,13.17911,DOK6
215392_at,0.00202839,2.43E-05,13.17713,
230047_at,0.00204558,2.45E-05,13.1572,ARHGAP42
241600_at,0.00204558,2.45E-05,13.1546,WIPF3
244042_x_at,0.00204558,2.46E-05,13.15206,
202952_s_at,0.00204649,2.46E-05,13.14828,ADAM12
1557772_at,0.00205739,2.49E-05,13.13083,
1553852_at,0.00205739,2.49E-05,13.13049,VPS13B
209604_s_at,0.00205739,2.49E-05,13.12931,GATA3
1554659_at,0.00206734,2.50E-05,13.11714,NEK4
1569542_at,0.00207318,2.51E-05,13.10882,ADGRA3
213558_at,0.00207999,2.53E-05,13.0994,PCLO
239252_at,0.00207999,2.53E-05,13.09674,COX7B
1555337_a_at,0.00208015,2.53E-05,13.0937,ZNF317
222918_at,0.00208763,2.55E-05,13.08394,RAB9B
1560721_at,0.00209474,2.56E-05,13.07227,
233248_at,0.00209474,2.57E-05,13.06875,
1561130_at,0.00209474,2.57E-05,13.06871,HECTD4
225179_at,0.00209474,2.57E-05,13.06285,UBE2K
206582_s_at,0.00209474,2.58E-05,13.05999,ADGRG1
240548_at,0.00209474,2.58E-05,13.05915,
235591_at,0.00209474,2.58E-05,13.05742,SSTR1
216264_s_at,0.00209479,2.59E-05,13.0544,LAMB2
217783_s_at,0.00209479,2.59E-05,13.0517,YPEL5
203402_at,0.00209636,2.60E-05,13.04744,KCNAB2
231489_x_at,0.00209825,2.61E-05,13.03832,CREG2
213905_x_at,0.00209825,2.61E-05,13.03815,BGN
212242_at,0.00209825,2.61E-05,13.03725,TUBA4A
1564208_x_at,0.00210398,2.62E-05,13.02922,LINC00957
213456_at,0.00211117,2.64E-05,13.01793,SOSTDC1
1555068_at,0.00211117,2.64E-05,13.01463,WNK1
211271_x_at,0.00211117,2.64E-05,13.0143,MIR4745///PTBP1
1565651_at,0.00211748,2.65E-05,13.0058,
220030_at,0.00212432,2.67E-05,12.99686,STYK1
213491_x_at,0.00212988,2.68E-05,12.9891,RPN2
239740_at,0.00213954,2.69E-05,12.97768,ETV6
210368_at,0.00214346,2.70E-05,12.97143,PCDHGA8
65472_at,0.00215505,2.72E-05,12.95839,C2orf68
233019_at,0.00216023,2.73E-05,12.95013,CNOT7
241500_at,0.00216023,2.74E-05,12.94504,CDH8
242344_at,0.00216023,2.74E-05,12.94479,GABRB2
236657_at,0.00216023,2.74E-05,12.94281,LOC100288911
227761_at,0.00216084,2.75E-05,12.93953,MYO5A
243681_at,0.00216522,2.76E-05,12.9313,SHANK2
240312_at,0.00216522,2.76E-05,12.93021,LOC389895
204619_s_at,0.00217802,2.78E-05,12.91453,VCAN
1567706_at,0.00217802,2.78E-05,12.91355,
243275_at,0.00217941,2.79E-05,12.90922,
231795_at,0.00217941,2.79E-05,12.90653,STON1
205572_at,0.00217941,2.80E-05,12.9042,ANGPT2
229289_at,0.00218473,2.81E-05,12.89687,FAM71E1
1552622_s_at,0.00219621,2.84E-05,12.87925,UPK3BL///POLR2J3///LOC441259///POLR2J2///POLR2J
1558214_s_at,0.00219621,2.84E-05,12.87715,CTNNA1
239258_at,0.00219621,2.84E-05,12.87628,
225238_at,0.00219621,2.84E-05,12.87616,MSI2
238021_s_at,0.0021963,2.84E-05,12.8734,CRNDE
231727_s_at,0.00222191,2.88E-05,12.84876,MIF4GD
1554500_a_at,0.002222,2.89E-05,12.84601,RGS7
1554524_a_at,0.00222282,2.89E-05,12.84264,OLFM3
202718_at,0.00222843,2.90E-05,12.83521,IGFBP2
228152_s_at,0.00224191,2.92E-05,12.82115,DDX60L
232141_at,0.00224946,2.94E-05,12.81195,U2AF1
213201_s_at,0.00224946,2.94E-05,12.8095,TNNT1
218309_at,0.00227563,2.98E-05,12.78484,CAMK2N1
228063_s_at,0.00227563,2.98E-05,12.78218,NAP1L5
242467_at,0.00227563,2.99E-05,12.77581,
222871_at,0.00227563,3.00E-05,12.77091,KLHDC8A
1556365_at,0.00227563,3.01E-05,12.76732,LY86-AS1
205700_at,0.00227563,3.01E-05,12.76658,HSD17B6
213553_x_at,0.00227563,3.01E-05,12.76555,APOC1
215599_at,0.00227563,3.01E-05,12.76421,GUSBP9///GUSBP3
226665_at,0.00227563,3.01E-05,12.76382,AHSA2
243271_at,0.00227563,3.02E-05,12.76145,
217610_at,0.00227723,3.02E-05,12.75753,SPDYE2
213486_at,0.0022893,3.05E-05,12.74329,COPG2IT1
205294_at,0.0022893,3.05E-05,12.74239,BAIAP2
214048_at,0.00229198,3.06E-05,12.7376,MBD4
240458_at,0.00231788,3.09E-05,12.71388,
200755_s_at,0.00231885,3.11E-05,12.70719,CALU
230843_at,0.00231885,3.11E-05,12.70709,
221654_s_at,0.00231885,3.12E-05,12.70022,USP3
235876_at,0.00231885,3.12E-05,12.69977,TMEM218
226474_at,0.00231885,3.12E-05,12.69913,NLRC5
241807_x_at,0.00231885,3.12E-05,12.69661,
1555037_a_at,0.00231885,3.13E-05,12.69516,IDH1
231005_at,0.00233635,3.15E-05,12.6785,
209291_at,0.0023365,3.16E-05,12.67473,ID4
226612_at,0.0023365,3.17E-05,12.67119,UBE2QL1
223488_s_at,0.0023365,3.17E-05,12.67077,GNB4
212015_x_at,0.00233982,3.18E-05,12.66303,MIR4745///PTBP1
235740_at,0.00233982,3.19E-05,12.65783,MCTP1
1556105_at,0.00233982,3.19E-05,12.6575,
204466_s_at,0.00233982,3.19E-05,12.65694,SNCA
218625_at,0.00233982,3.19E-05,12.65537,NRN1
228478_at,0.00233982,3.20E-05,12.65299,SPPL2A
212225_at,0.00234639,3.21E-05,12.64469,EIF1
240221_at,0.00234639,3.22E-05,12.63835,CSNK1A1
231937_at,0.00234639,3.23E-05,12.63539,
213108_at,0.00234639,3.23E-05,12.63514,CAMK2A
226123_at,0.00234639,3.23E-05,12.6336,CHD7
212554_at,0.00234639,3.23E-05,12.63275,CAP2
231904_at,0.00234642,3.24E-05,12.63025,U2AF1
1561167_at,0.00234781,3.24E-05,12.62666,
209839_at,0.00235898,3.26E-05,12.6153,DNM3
222158_s_at,0.0023617,3.27E-05,12.60909,DESI2
236377_at,0.0023617,3.28E-05,12.60587,TMEM132D
202762_at,0.0023617,3.28E-05,12.60575,ROCK2
217142_at,0.0023654,3.29E-05,12.60036,
200771_at,0.0023899,3.33E-05,12.57867,LAMC1
244396_at,0.00239516,3.34E-05,12.57211,G3BP1
211081_s_at,0.00239591,3.34E-05,12.56908,MAP4K5
206888_s_at,0.00240232,3.36E-05,12.56166,ARHGDIG
208782_at,0.0024032,3.36E-05,12.55725,FSTL1
201028_s_at,0.0024032,3.37E-05,12.5561,CD99
228132_at,0.0024035,3.37E-05,12.55343,ABLIM2
213714_at,0.00240804,3.38E-05,12.54749,CACNB2
223085_at,0.00241504,3.40E-05,12.53966,RNF19A
215646_s_at,0.00241898,3.41E-05,12.5342,VCAN
209990_s_at,0.00243187,3.43E-05,12.52189,GABBR2
238017_at,0.0024435,3.46E-05,12.50659,SDR16C5
225313_at,0.0024435,3.46E-05,12.50603,FAM217B
200978_at,0.0024435,3.46E-05,12.5058,MDH1
213172_at,0.00245138,3.48E-05,12.49536,TTC9
208359_s_at,0.00245138,3.48E-05,12.49502,KCNJ4
201960_s_at,0.0024641,3.50E-05,12.48302,MYCBP2
205597_at,0.00246419,3.51E-05,12.48057,SLC44A4
204546_at,0.00247216,3.52E-05,12.47108,KIAA0513
218734_at,0.00247216,3.53E-05,12.46981,NAA40
205191_at,0.00247534,3.54E-05,12.46505,RP2
201852_x_at,0.00247989,3.55E-05,12.45927,COL3A1
216352_x_at,0.00248661,3.56E-05,12.45013,PCDHGA3
1559180_at,0.00248661,3.57E-05,12.44946,LOC100131860
201658_at,0.00248661,3.57E-05,12.44646,ARL1
213122_at,0.00248661,3.57E-05,12.4448,TSPYL5
238786_at,0.00249479,3.59E-05,12.43636,ANK3
211985_s_at,0.00250021,3.60E-05,12.42999,CALM3///CALM2///CALM1
236781_at,0.00250578,3.62E-05,12.42352,
244443_at,0.0025188,3.64E-05,12.40882,LINC01578
230262_at,0.0025188,3.65E-05,12.4076,ST8SIA3
223057_s_at,0.0025188,3.65E-05,12.40523,XPO5
224659_at,0.0025188,3.65E-05,12.40458,SEPN1
229460_at,0.00252385,3.67E-05,12.3981,FAM126B
1560332_at,0.00252385,3.67E-05,12.39623,
210240_s_at,0.00252646,3.68E-05,12.39199,CDKN2D
232386_at,0.00253928,3.70E-05,12.3787,VPS13C
214829_at,0.00253928,3.71E-05,12.37802,AASS
211527_x_at,0.00255387,3.73E-05,12.36514,VEGFA
227769_at,0.00255392,3.74E-05,12.36279,GPR27
233150_at,0.00256088,3.75E-05,12.35547,GALNTL5
214999_s_at,0.00256269,3.76E-05,12.35146,RAB11FIP3
235128_at,0.00256269,3.76E-05,12.34957,SYNPO
203365_s_at,0.00256644,3.77E-05,12.34458,MMP15
236705_at,0.00257409,3.79E-05,12.33681,TMEM196
243998_at,0.00257765,3.80E-05,12.33198,KRT222
201029_s_at,0.00258545,3.82E-05,12.32414,CD99
1562428_at,0.00259116,3.83E-05,12.31779,LOC654780
232864_s_at,0.00260028,3.85E-05,12.30906,AFF4
212690_at,0.00260176,3.85E-05,12.30574,DDHD2
241784_x_at,0.00261074,3.87E-05,12.29714,HELQ
1556602_at,0.00261604,3.89E-05,12.29115,
203485_at,0.00262342,3.90E-05,12.28371,RTN1
213399_x_at,0.00263119,3.92E-05,12.27603,RPN2
239014_at,0.00263135,3.92E-05,12.2729,CCAR1
203680_at,0.00263135,3.93E-05,12.27096,PRKAR2B
243404_at,0.00263135,3.93E-05,12.26868,
223290_at,0.00263135,3.94E-05,12.26643,PDXP///SH3BP1
237141_x_at,0.00263135,3.94E-05,12.26469,
228033_at,0.00265399,3.98E-05,12.24674,E2F7
240236_at,0.0026552,3.99E-05,12.24206,STXBP5L
212751_at,0.0026552,4.00E-05,12.2389,UBE2N
1557475_at,0.0026552,4.00E-05,12.23739,LINC00507
203157_s_at,0.0026552,4.00E-05,12.23699,GLS
244100_at,0.00269054,4.06E-05,12.21057,
207142_at,0.00269355,4.07E-05,12.20631,KCNJ3
239275_at,0.00270776,4.10E-05,12.19314,LOC101930006///FRMPD2B///FRMPD2
205632_s_at,0.00270776,4.10E-05,12.19228,PIP5K1B
212361_s_at,0.00270965,4.11E-05,12.1888,ATP2A2
229851_s_at,0.00270998,4.12E-05,12.18299,C11orf54
218875_s_at,0.00270998,4.13E-05,12.18135,FBXO5
226152_at,0.00270998,4.13E-05,12.1802,TTC7B
1558225_at,0.00270998,4.14E-05,12.17665,GABRB1
207365_x_at,0.00270998,4.14E-05,12.17532,USP34
226826_at,0.00270998,4.14E-05,12.17407,LSM11
203563_at,0.00270998,4.15E-05,12.17,AFAP1
241941_at,0.00270998,4.15E-05,12.1692,LOC105372255
203961_at,0.00270998,4.16E-05,12.16775,NEBL
228302_x_at,0.00270998,4.16E-05,12.16669,CAMK2N1
229319_at,0.00271987,4.18E-05,12.1576,
212978_at,0.00271987,4.18E-05,12.1557,LRRC8B
224749_at,0.00272304,4.19E-05,12.15141,FAM234A
238600_at,0.00272844,4.21E-05,12.14564,JAKMIP1
209485_s_at,0.00273555,4.22E-05,12.13874,OSBPL1A
217004_s_at,0.00274485,4.24E-05,12.1304,MCF2
202812_at,0.0027493,4.26E-05,12.12315,GAA
226964_at,0.0027493,4.26E-05,12.1211,TTBK2
211761_s_at,0.0027493,4.27E-05,12.11943,CACYBP
232472_at,0.0027493,4.27E-05,12.11886,
244871_s_at,0.00275028,4.28E-05,12.11607,USP32
219537_x_at,0.00275347,4.29E-05,12.11182,DLL3
236290_at,0.00275783,4.30E-05,12.10681,DOK6
224568_x_at,0.00276042,4.32E-05,12.09825,MALAT1
241965_at,0.00276042,4.32E-05,12.0967,
231721_at,0.00276042,4.32E-05,12.09528,JAM3
203906_at,0.00276042,4.33E-05,12.0952,IQSEC1
1569666_s_at,0.00276042,4.33E-05,12.09446,
214739_at,0.00277229,4.35E-05,12.08385,LRCH3
203213_at,0.00277229,4.36E-05,12.08243,CDK1
214111_at,0.00277615,4.37E-05,12.0778,OPCML
230700_at,0.00277616,4.37E-05,12.07568,RTN4RL1
222953_at,0.0027815,4.39E-05,12.07009,GPR83
203422_at,0.0027958,4.41E-05,12.05868,POLD1
244803_at,0.0027977,4.42E-05,12.05535,
227290_at,0.0027987,4.43E-05,12.05261,CDYL2
244823_at,0.00280127,4.44E-05,12.04885,LOC100129034
1557538_at,0.00281091,4.46E-05,12.03911,
219365_s_at,0.00281091,4.46E-05,12.03845,CAMKV
231397_at,0.00282007,4.48E-05,12.03047,PLPPR5
220916_at,0.00282025,4.49E-05,12.02827,
229849_at,0.00282752,4.50E-05,12.02153,WIPF3
207043_s_at,0.00283391,4.52E-05,12.01347,SLC6A9
237239_at,0.00283391,4.52E-05,12.0133,
207307_at,0.00283494,4.53E-05,12.01007,HTR2C
213636_at,0.00283494,4.54E-05,12.00714,PHF24
211966_at,0.00283494,4.54E-05,12.00644,COL4A2
236963_at,0.00284783,4.57E-05,11.99557,
244353_s_at,0.00284783,4.57E-05,11.99412,SLC2A12
201663_s_at,0.00284991,4.58E-05,11.99074,SMC4
244709_at,0.00285221,4.59E-05,11.98723,AMER3
233547_x_at,0.00285226,4.60E-05,11.98515,PDE1A
231131_at,0.0028561,4.61E-05,11.97989,FAM133A
235360_at,0.0028561,4.61E-05,11.97863,PLEKHM3
216983_s_at,0.00286241,4.63E-05,11.9726,ZNF224
239671_at,0.00286707,4.64E-05,11.96763,SYT16
226397_s_at,0.00287221,4.65E-05,11.96236,PHACTR1
202065_s_at,0.00288437,4.68E-05,11.95116,PPFIA1
1569106_s_at,0.00288437,4.69E-05,11.9504,SETD5
206157_at,0.00288437,4.69E-05,11.94865,PTX3
203797_at,0.00289287,4.71E-05,11.94133,VSNL1
211557_x_at,0.00289382,4.72E-05,11.93669,SLCO2B1
219691_at,0.00289382,4.72E-05,11.93569,SAMD9
1555355_a_at,0.00289382,4.73E-05,11.9339,ETS1
229921_at,0.00289382,4.73E-05,11.93253,KIF5A
225660_at,0.00289382,4.74E-05,11.93009,SEMA6A
203334_at,0.00289382,4.74E-05,11.92863,DHX8
203097_s_at,0.00291066,4.78E-05,11.91619,RAPGEF2
242201_at,0.00292178,4.80E-05,11.90732,PMS2P5
243357_at,0.00292711,4.81E-05,11.90205,NEGR1
223038_s_at,0.00293,4.83E-05,11.89715,FAM60A
212252_at,0.00293,4.83E-05,11.89544,CAMKK2
202238_s_at,0.00293,4.83E-05,11.89429,LOC101928916///NNMT
201425_at,0.00296373,4.89E-05,11.87175,ALDH2
225354_s_at,0.00297738,4.93E-05,11.85815,SH3BGRL2
210292_s_at,0.00297738,4.93E-05,11.85764,PCDH11Y///PCDH11X
221236_s_at,0.00297738,4.94E-05,11.85675,STMN4
208759_at,0.00297738,4.94E-05,11.85558,NCSTN
209582_s_at,0.00298653,4.96E-05,11.84811,CD200
229012_at,0.00298684,4.97E-05,11.84595,C9orf24
33736_at,0.00299643,4.99E-05,11.83663,STOML1
227019_at,0.00299643,5.00E-05,11.83443,C1orf226
217538_at,0.00299643,5.00E-05,11.8343,SGSM2
214693_x_at,0.00304433,5.08E-05,11.80397,NBPF26///NBPF10///NBPF9///NBPF14
238714_at,0.00304686,5.09E-05,11.80053,
236359_at,0.00306753,5.14E-05,11.786,SCN4B
1563687_a_at,0.00306753,5.14E-05,11.78455,FRYL
227851_s_at,0.00307751,5.16E-05,11.77681,
221427_s_at,0.00307768,5.18E-05,11.77107,CCNL2
231465_at,0.00307768,5.18E-05,11.77064,
236494_x_at,0.00307768,5.18E-05,11.77046,
228051_at,0.00307768,5.18E-05,11.76894,ARFGEF3
230255_at,0.00308504,5.20E-05,11.76275,GABRD
213276_at,0.00308578,5.21E-05,11.76039,CAMK2B
243450_at,0.00309239,5.23E-05,11.75464,
239278_at,0.00309545,5.24E-05,11.74924,BCAS4
230392_at,0.00309545,5.24E-05,11.74903,
239735_at,0.00310194,5.26E-05,11.74337,
205856_at,0.00311661,5.29E-05,11.73135,SLC14A1
235157_at,0.00311661,5.30E-05,11.73114,
201616_s_at,0.00312196,5.31E-05,11.72617,CALD1
203085_s_at,0.00312455,5.32E-05,11.72206,TGFB1
242999_at,0.00312455,5.33E-05,11.71957,ARHGEF7
204000_at,0.00312455,5.33E-05,11.71896,GNB5
217716_s_at,0.00314176,5.37E-05,11.70544,SEC61A1
200601_at,0.00314176,5.37E-05,11.70539,ACTN4
1554281_at,0.00314692,5.39E-05,11.70057,
206307_s_at,0.00314964,5.40E-05,11.69714,FOXD1
236978_at,0.00315271,5.41E-05,11.69352,
1554948_at,0.00315988,5.43E-05,11.68716,
216115_at,0.00315988,5.43E-05,11.6857,NF1P9///NF1
229434_at,0.00317321,5.46E-05,11.67634,
