ID,adj.P.Val,P.Value,F,Gene.symbol
228250_at,0.19067284,6.64E-02,2.62557,FNIP1
202392_s_at,0.19067284,6.64E-02,2.62552,MIR7109///PISD
227963_at,0.19067284,6.64E-02,2.62552,
211445_x_at,0.19067341,6.64E-02,2.62546,NACAP1
233949_s_at,0.19070768,6.64E-02,2.62525,MYH7B
242715_at,0.19076831,6.65E-02,2.62488,ZNF536
236098_at,0.19076831,6.65E-02,2.62487,SMIM6
215834_x_at,0.19077114,6.65E-02,2.62476,SCARB1
242091_at,0.19077114,6.65E-02,2.62474,ZNF720
222442_s_at,0.19077114,6.65E-02,2.62472,ARL8B
201938_at,0.19079434,6.65E-02,2.62456,CDK2AP1
227549_x_at,0.19079457,6.65E-02,2.62447,ZDHHC24
1552473_at,0.19079457,6.65E-02,2.62443,GAMT
219552_at,0.19079457,6.65E-02,2.62442,SVEP1
214910_s_at,0.19081512,6.65E-02,2.62427,APOM
238808_at,0.19086705,6.65E-02,2.62398,HOXA13
235806_at,0.19088022,6.65E-02,2.62387,ARAP3
243092_at,0.19090551,6.66E-02,2.6237,PAN3-AS1
1569703_a_at,0.19092162,6.66E-02,2.62353,
226613_at,0.19092162,6.66E-02,2.62352,GATSL3
218005_at,0.19092162,6.66E-02,2.62348,ZNF22
1552496_a_at,0.19093957,6.66E-02,2.62331,COBL
244420_at,0.19093957,6.66E-02,2.6233,
213019_at,0.1909505,6.66E-02,2.6232,RANBP6
203461_at,0.19101672,6.66E-02,2.62284,CHD2
1555535_at,0.19101693,6.66E-02,2.62279,BPIFB6
213388_at,0.19102152,6.66E-02,2.62272,LOC101930416///LOC101929792///LOC100996724///PDE4DIP
207371_at,0.19103283,6.66E-02,2.62262,
210120_s_at,0.19103988,6.66E-02,2.62253,RANBP3
229579_s_at,0.19103988,6.66E-02,2.62246,DISP2
216965_x_at,0.19103988,6.66E-02,2.62245,SPG20
229789_at,0.19109127,6.67E-02,2.62216,TIGD3
227230_s_at,0.19111976,6.67E-02,2.62194,KIAA1211
225159_s_at,0.19111976,6.67E-02,2.62193,ELK4
209848_s_at,0.19119124,6.67E-02,2.62154,PMEL
210624_s_at,0.19120803,6.67E-02,2.62141,ILVBL
222530_s_at,0.19121182,6.67E-02,2.62135,MKKS
1557265_at,0.19122647,6.67E-02,2.62123,
1554745_at,0.19122647,6.67E-02,2.62118,RALGPS1
220019_s_at,0.19124628,6.68E-02,2.62103,ZNF224
217673_x_at,0.19124628,6.68E-02,2.621,GNAS
206031_s_at,0.19127888,6.68E-02,2.62079,USP5
221100_at,0.19128841,6.68E-02,2.6207,C6orf15
203960_s_at,0.19128841,6.68E-02,2.62063,HSPB11
233779_x_at,0.19128841,6.68E-02,2.62061,
240917_at,0.19129037,6.68E-02,2.62053,LOC101927640
223990_at,0.19129037,6.68E-02,2.6205,C4orf17
210458_s_at,0.19130706,6.68E-02,2.62038,TANK
223570_at,0.19133053,6.68E-02,2.62022,MCM10
202407_s_at,0.19133634,6.68E-02,2.62014,PRPF31
210703_at,0.19137991,6.68E-02,2.61983,
226295_at,0.19137991,6.68E-02,2.61983,LOC100507424///ITFG2
236394_at,0.19137991,6.68E-02,2.61976,A2MP1
220342_x_at,0.19137991,6.68E-02,2.61975,EDEM3
217500_at,0.19138468,6.69E-02,2.61964,TIAL1
243342_at,0.19138468,6.69E-02,2.61963,
207508_at,0.19139476,6.69E-02,2.61954,ATP5G3
233697_at,0.19139616,6.69E-02,2.61948,
207007_at,0.19140555,6.69E-02,2.61937,NR1I3
1561270_at,0.19140555,6.69E-02,2.61934,ZNF429
1556462_a_at,0.19142701,6.69E-02,2.61919,
236297_at,0.19143922,6.69E-02,2.61909,PLXDC2
225771_at,0.19146528,6.69E-02,2.61891,AP1G1
229572_at,0.19146528,6.69E-02,2.61887,ATP6V0A2
228068_at,0.19150958,6.69E-02,2.61857,GOLGA7B
217994_x_at,0.19150958,6.69E-02,2.61857,MIR6727///CPSF3L
224577_at,0.19152422,6.69E-02,2.6184,ERGIC1
228057_at,0.19152422,6.69E-02,2.61834,DDIT4L
206341_at,0.19152422,6.70E-02,2.61831,IL2RA
205164_at,0.19152422,6.70E-02,2.61826,GCAT
206435_at,0.19152422,6.70E-02,2.61826,B4GALNT1
233008_at,0.19152539,6.70E-02,2.61821,FLJ12825
221237_s_at,0.19165615,6.70E-02,2.61753,OSBP2
230475_at,0.19165615,6.70E-02,2.61742,C15orf59
1570268_at,0.19165615,6.70E-02,2.61737,LOC101929210
229887_at,0.19165615,6.70E-02,2.61729,ALS2CL
211894_x_at,0.19165615,6.70E-02,2.61728,SEZ6L
200945_s_at,0.19165615,6.70E-02,2.61727,SEC31A
244399_at,0.19165615,6.70E-02,2.61726,
237191_x_at,0.19168361,6.70E-02,2.61708,
229548_at,0.19168361,6.70E-02,2.61704,
224601_at,0.19168706,6.71E-02,2.61694,SNHG16///SNORD1C///SNORD1A
223507_at,0.19168706,6.71E-02,2.61689,CLPX
201242_s_at,0.19168706,6.71E-02,2.61688,ATP1B1
1555352_at,0.19169479,6.71E-02,2.61679,FOXP2
1554038_at,0.19170011,6.71E-02,2.61672,LARP1B
242648_at,0.191722,6.71E-02,2.61657,KLHL8
231554_at,0.191722,6.71E-02,2.6165,TPD52L3
204590_x_at,0.191722,6.71E-02,2.61648,VPS33A
244728_at,0.19173558,6.71E-02,2.61637,LOC101929715
234415_x_at,0.19175704,6.71E-02,2.61622,
230797_s_at,0.19175704,6.71E-02,2.61617,LINC01191
224844_at,0.19177772,6.71E-02,2.61598,SLAIN2
205285_s_at,0.19177772,6.71E-02,2.61598,FYB
1558849_at,0.19179849,6.71E-02,2.61583,LINC00908
221193_s_at,0.19180349,6.71E-02,2.61575,ZCCHC10
242408_at,0.19180349,6.71E-02,2.61571,STYX
237329_at,0.1918137,6.72E-02,2.61562,RBMS3-AS3
224114_at,0.19188126,6.72E-02,2.61522,
213882_at,0.19188126,6.72E-02,2.61521,TM2D1
244202_at,0.19189771,6.72E-02,2.61508,
219054_at,0.19191298,6.72E-02,2.61496,NPR3
201433_s_at,0.19200566,6.72E-02,2.61448,PTDSS1
215181_at,0.19200873,6.72E-02,2.61438,CDH22
1566454_at,0.19200873,6.72E-02,2.61437,LOC100507494
215132_at,0.19207362,6.73E-02,2.61401,
202067_s_at,0.19207362,6.73E-02,2.61391,LDLR
216328_at,0.19207362,6.73E-02,2.61387,SIGLEC8
212285_s_at,0.19207362,6.73E-02,2.61384,AGRN
1563103_at,0.19207362,6.73E-02,2.61383,PLCE1-AS2
208004_at,0.19213544,6.73E-02,2.61349,OPRPN
207894_s_at,0.19213871,6.73E-02,2.61338,TCL6
1553225_s_at,0.19213871,6.73E-02,2.61338,ZNF75D
1564823_at,0.19220408,6.73E-02,2.61302,CDC42BPG
213220_at,0.19220408,6.73E-02,2.61298,BBIP1
1558438_a_at,0.19223228,6.74E-02,2.6128,IGH
36030_at,0.19225579,6.74E-02,2.61264,IFFO1
207820_at,0.19235389,6.74E-02,2.61209,ADH1A
208499_s_at,0.19235389,6.74E-02,2.61209,DNAJC3
210934_at,0.19235552,6.74E-02,2.61195,BLK
235991_at,0.19235552,6.74E-02,2.61193,CYB5RL
238448_at,0.19235552,6.74E-02,2.6119,MRPL19
240695_at,0.19235552,6.74E-02,2.61188,
218610_s_at,0.19235552,6.74E-02,2.61184,CPPED1
1566465_at,0.19238423,6.74E-02,2.61162,KCNK1
221551_x_at,0.19238423,6.74E-02,2.61161,ST6GALNAC4
226658_at,0.19238595,6.75E-02,2.61156,PDPN
221301_at,0.19245051,6.75E-02,2.61118,VWA7
206600_s_at,0.19245051,6.75E-02,2.61113,SLC16A5
221231_s_at,0.19245051,6.75E-02,2.61109,NRDE2
223246_s_at,0.19245051,6.75E-02,2.61107,STRBP
206750_at,0.19248356,6.75E-02,2.61086,MAFK
223701_s_at,0.19248356,6.75E-02,2.6108,USP47
200884_at,0.19248356,6.75E-02,2.61073,CKB
236414_at,0.19248356,6.75E-02,2.61072,
225772_s_at,0.1925255,6.75E-02,2.61048,COX14
222212_s_at,0.1925286,6.75E-02,2.61042,CERS2
240324_at,0.19254516,6.75E-02,2.61029,
201004_at,0.19258741,6.76E-02,2.61005,SSR4
1570269_at,0.19260532,6.76E-02,2.60992,
225803_at,0.19262475,6.76E-02,2.60974,FBXO32
219289_at,0.19262475,6.76E-02,2.6097,HEATR3
204865_at,0.19262475,6.76E-02,2.60968,CA3
220439_at,0.19266171,6.76E-02,2.60942,RIN3
1569372_at,0.19266171,6.76E-02,2.60942,LOC100507194
220426_at,0.19268416,6.76E-02,2.60926,FNDC11
1569492_at,0.19274516,6.77E-02,2.60884,LOC101927752
221339_at,0.19274516,6.77E-02,2.60875,OR10C1
1569748_at,0.19274516,6.77E-02,2.60868,
204378_at,0.19274516,6.77E-02,2.60866,BCAS1
201538_s_at,0.19274516,6.77E-02,2.60856,DUSP3
225189_s_at,0.19274516,6.77E-02,2.60854,RAPH1
219245_s_at,0.19274516,6.77E-02,2.6085,OGFOD2
1555520_at,0.19274516,6.77E-02,2.60844,PTCH1
232914_s_at,0.19274516,6.77E-02,2.60843,SYTL2
1562687_x_at,0.19274516,6.77E-02,2.60839,
1566927_at,0.19274516,6.77E-02,2.60838,LINC00527
43977_at,0.19274516,6.77E-02,2.60835,TMEM161A
210606_x_at,0.19274516,6.77E-02,2.60835,KLRD1
213958_at,0.19274516,6.77E-02,2.60832,CD6
212608_s_at,0.19276811,6.77E-02,2.60815,NUDT3
239939_at,0.19276811,6.77E-02,2.60812,
1555058_a_at,0.19277677,6.77E-02,2.60803,LPGAT1
236904_x_at,0.19278128,6.77E-02,2.60796,TECTA
214983_at,0.19278558,6.77E-02,2.60785,TTTY15
215769_at,0.19278558,6.77E-02,2.60785,YME1L1
1560410_at,0.19278756,6.77E-02,2.60779,LOC101928251
1553132_a_at,0.19278759,6.77E-02,2.60774,TC2N
235251_at,0.19294887,6.78E-02,2.60694,
241103_at,0.19303416,6.78E-02,2.60649,PPP4R3B
1569465_at,0.19304197,6.78E-02,2.60641,FAM160A1
226038_at,0.19305326,6.78E-02,2.60631,LONRF1
240501_at,0.19307204,6.79E-02,2.60613,
232419_at,0.19307204,6.79E-02,2.60613,TMEM132A
1568763_s_at,0.19307238,6.79E-02,2.60608,LOC102724884///LOC728613///PDCD6
203769_s_at,0.1930748,6.79E-02,2.60602,STS
241047_at,0.19309476,6.79E-02,2.60588,CASC15
220886_at,0.19311335,6.79E-02,2.60574,GABRQ
236353_at,0.19311335,6.79E-02,2.60569,LOC102724851///LOC101927268
243369_at,0.19311335,6.79E-02,2.60564,
201829_at,0.19311335,6.79E-02,2.60557,NET1
228879_at,0.19311335,6.79E-02,2.60556,SNORD104///SNORA50C
204421_s_at,0.19313658,6.79E-02,2.6054,FGF2
1553893_at,0.19313699,6.79E-02,2.60532,CCDC105
1558855_at,0.19313699,6.79E-02,2.60531,FARP2
219886_at,0.19314809,6.79E-02,2.60517,CEP97
214398_s_at,0.19314809,6.79E-02,2.60516,IKBKE
210459_at,0.19315293,6.79E-02,2.60509,PSMD4
216012_at,0.1931833,6.80E-02,2.60484,
235780_at,0.1931833,6.80E-02,2.6048,PRKACB
1559166_at,0.1931833,6.80E-02,2.60477,
243013_at,0.1931833,6.80E-02,2.60476,
1552450_a_at,0.19322492,6.80E-02,2.60452,DNAJC5G
207749_s_at,0.19323245,6.80E-02,2.60444,PPP2R3A
240709_at,0.19327394,6.80E-02,2.60417,SEZ6L
206506_s_at,0.19327394,6.80E-02,2.60414,SUPT3H
215104_at,0.19327394,6.80E-02,2.6041,NRIP2
1556678_a_at,0.19328211,6.80E-02,2.60401,
239217_x_at,0.19328211,6.80E-02,2.60397,ABCC3
212696_s_at,0.19329686,6.80E-02,2.60386,RNF4
228367_at,0.19336449,6.81E-02,2.60349,ALPK2
1557292_a_at,0.19341261,6.81E-02,2.60322,MCOLN3
211496_s_at,0.1934283,6.81E-02,2.6031,PDC
229224_x_at,0.19343603,6.81E-02,2.60302,LOC643085
217578_at,0.19344213,6.81E-02,2.60294,
231127_at,0.19350258,6.81E-02,2.60261,
206085_s_at,0.1935072,6.81E-02,2.60254,CTH
231239_at,0.19353207,6.81E-02,2.60234,
241389_at,0.19353207,6.81E-02,2.60232,CHRNB2
206471_s_at,0.19353207,6.81E-02,2.60229,PLXNC1
238421_at,0.19360081,6.82E-02,2.60192,RC3H2
201053_s_at,0.19366924,6.82E-02,2.60155,PSMF1
228434_at,0.19369395,6.82E-02,2.60139,BTNL9
243566_at,0.19369457,6.82E-02,2.60134,
205928_at,0.19371766,6.82E-02,2.60119,ZNF443
228176_at,0.1937904,6.83E-02,2.60077,S1PR3
1552952_at,0.1937904,6.83E-02,2.60075,LOC100652931///RBMY2FP
204020_at,0.19380407,6.83E-02,2.60064,PURA
229805_at,0.19380407,6.83E-02,2.6006,ZDHHC22
230074_s_at,0.19384736,6.83E-02,2.60031,C16orf58
221465_at,0.19384736,6.83E-02,2.6003,OR6A2
202989_at,0.19385576,6.83E-02,2.60022,RGS1
232842_at,0.19385823,6.83E-02,2.60016,DOCK8
202587_s_at,0.1939144,6.83E-02,2.59985,AK1
221547_at,0.19391801,6.83E-02,2.59979,PRPF18
205932_s_at,0.19396192,6.84E-02,2.59953,MSX1
205090_s_at,0.19398724,6.84E-02,2.59934,NAGPA
221618_s_at,0.19398724,6.84E-02,2.59932,TAF9B
219033_at,0.1940189,6.84E-02,2.59913,PARP8
221501_x_at,0.19402576,6.84E-02,2.59902,LOC101930075///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///NPIPA1
1555365_x_at,0.19402576,6.84E-02,2.599,C11orf58
216145_at,0.19404818,6.84E-02,2.59885,
1561671_at,0.19404818,6.84E-02,2.5988,LOC286121
208887_at,0.19407706,6.84E-02,2.59859,EIF3G
219649_at,0.19407706,6.84E-02,2.59854,ALG6
239556_at,0.19407706,6.84E-02,2.59853,LOC645513
230465_at,0.19407706,6.84E-02,2.59848,HS2ST1
202676_x_at,0.19408088,6.84E-02,2.59839,FASTK
1555982_at,0.19408088,6.84E-02,2.59837,ZFYVE16
221247_s_at,0.19409111,6.85E-02,2.59828,RCC1L
230334_at,0.19410087,6.85E-02,2.59818,LOC100507291
238052_at,0.19413302,6.85E-02,2.59791,
1561339_at,0.19413302,6.85E-02,2.59791,LINC01416
1570303_at,0.19413302,6.85E-02,2.59789,
1566772_at,0.19415417,6.85E-02,2.59775,
202630_at,0.19415467,6.85E-02,2.59761,APPBP2
1569660_at,0.19415467,6.85E-02,2.59761,PP13439
210015_s_at,0.19415467,6.85E-02,2.59761,MAP2
235541_at,0.19415895,6.85E-02,2.59754,LAS1L
239320_at,0.19416006,6.85E-02,2.59747,LRRC4B
1569738_at,0.19416006,6.85E-02,2.59744,LOC101929631
1564204_at,0.19418874,6.85E-02,2.59726,LINC00869
243261_at,0.19418889,6.85E-02,2.59721,LINC00689
202143_s_at,0.19420091,6.85E-02,2.59711,COPS8
233800_at,0.19420873,6.85E-02,2.59703,
210746_s_at,0.19421696,6.86E-02,2.59694,EPB42
232280_at,0.19422035,6.86E-02,2.59688,SLC25A29
1553656_at,0.19422519,6.86E-02,2.59681,TECTB
222408_s_at,0.19428748,6.86E-02,2.59648,YPEL5
1557770_at,0.19432528,6.86E-02,2.59625,IPO11
1566207_at,0.19433484,6.86E-02,2.59616,TCEA1
231589_at,0.19437327,6.86E-02,2.59594,LOC101928917
1552900_a_at,0.1943751,6.86E-02,2.59588,LINC01312
238553_at,0.19441732,6.87E-02,2.59561,AGAP9///AGAP6///BMS1P5
231195_at,0.19441732,6.87E-02,2.59559,KLRG2
237205_at,0.19442526,6.87E-02,2.5955,LINC00238
203935_at,0.19442526,6.87E-02,2.59539,ACVR1
229711_s_at,0.19442526,6.87E-02,2.59536,MDM2
227840_at,0.19442526,6.87E-02,2.59531,C2orf76
1553410_a_at,0.19442526,6.87E-02,2.5953,ABCC12
243870_at,0.19442526,6.87E-02,2.59527,
238798_at,0.19442662,6.87E-02,2.59521,TAPT1
227780_s_at,0.19442662,6.87E-02,2.59517,ECSCR
222014_x_at,0.19448221,6.87E-02,2.59485,MTO1
202726_at,0.19448221,6.87E-02,2.59482,LIG1
240291_at,0.19448763,6.87E-02,2.59475,
230211_at,0.19451046,6.87E-02,2.5946,TRIP11
216334_s_at,0.1945109,6.87E-02,2.59455,CYP2A7P1
228218_at,0.19455776,6.88E-02,2.59428,LSAMP
230351_at,0.19455776,6.88E-02,2.59424,FGF14-AS2
216673_at,0.194619,6.88E-02,2.59389,TTTY1B///TTTY1
1567242_at,0.194619,6.88E-02,2.59386,OR2L1P
1558406_a_at,0.19463757,6.88E-02,2.59373,
216741_at,0.19464567,6.88E-02,2.59364,
233978_at,0.19464869,6.88E-02,2.59344,PTPRE
204070_at,0.19464869,6.88E-02,2.59344,RARRES3
224563_at,0.19464869,6.88E-02,2.59336,WASF2
220871_at,0.19464869,6.88E-02,2.59334,
224889_at,0.19464869,6.88E-02,2.5933,FOXO3
215480_at,0.19464869,6.88E-02,2.59329,KIAA0509
208392_x_at,0.19464869,6.88E-02,2.59327,SP110
231968_at,0.19464869,6.88E-02,2.59323,UGGT1
219725_at,0.19464869,6.88E-02,2.59321,TREM2
230202_at,0.19469764,6.89E-02,2.59294,
1569638_at,0.19471982,6.89E-02,2.59279,SOX5
220369_at,0.19473126,6.89E-02,2.59269,PPP4R3A
229335_at,0.19473126,6.89E-02,2.59264,CADM4
244697_at,0.19475863,6.89E-02,2.59247,
213820_s_at,0.1948395,6.89E-02,2.59205,STARD5
213069_at,0.19485069,6.89E-02,2.59195,HEG1
208776_at,0.19486642,6.89E-02,2.59183,PSMD11
212318_at,0.19489376,6.90E-02,2.59165,TNPO3
219366_at,0.19495459,6.90E-02,2.59133,AVEN
1559362_at,0.19495459,6.90E-02,2.59128,
221365_at,0.19497964,6.90E-02,2.59112,MLNR
1559777_at,0.19498073,6.90E-02,2.59107,MIR3945HG
210844_x_at,0.19498541,6.90E-02,2.591,CTNNA1
237280_at,0.19500964,6.90E-02,2.59075,TCTE1
218801_at,0.19500964,6.90E-02,2.59073,UGGT2
225863_s_at,0.19500964,6.90E-02,2.59071,C19orf12
232119_at,0.19500964,6.90E-02,2.5907,SYNPO2
227868_at,0.19500964,6.90E-02,2.59061,LOC154761
210589_s_at,0.19500964,6.90E-02,2.5906,GBAP1
240122_at,0.19501331,6.90E-02,2.59054,DIRAS2
219029_at,0.19502899,6.91E-02,2.59042,TMEM267
1563597_at,0.19511815,6.91E-02,2.58984,
217963_s_at,0.19511815,6.91E-02,2.58979,BEX3
233950_at,0.19511815,6.91E-02,2.58979,CADPS
214776_x_at,0.19511815,6.91E-02,2.58975,XYLB
1561503_at,0.19511815,6.91E-02,2.58971,MYLK4
240867_at,0.19511815,6.91E-02,2.58969,
231479_at,0.19511815,6.91E-02,2.58968,TTC33
203584_at,0.19512923,6.91E-02,2.58959,EMC2
209209_s_at,0.19513987,6.91E-02,2.58948,FERMT2
1556410_a_at,0.19513987,6.91E-02,2.58944,KRTAP19-1
202376_at,0.19514526,6.91E-02,2.58936,SERPINA3
204051_s_at,0.19514526,6.91E-02,2.58933,SFRP4
234571_at,0.1951478,6.91E-02,2.58927,
201279_s_at,0.19518559,6.92E-02,2.58905,LOC101926921///DAB2
237962_x_at,0.19525252,6.92E-02,2.58866,
1555251_a_at,0.19525252,6.92E-02,2.58861,OTOF
1555740_a_at,0.19525252,6.92E-02,2.58855,MRAP
224823_at,0.19525252,6.92E-02,2.58855,MYLK
217279_x_at,0.19525672,6.92E-02,2.58848,MMP14
229758_at,0.19526677,6.92E-02,2.58836,TIGD5
209788_s_at,0.19526677,6.92E-02,2.58834,ERAP1
210297_s_at,0.19528937,6.92E-02,2.58819,MSMB
205216_s_at,0.19530699,6.92E-02,2.58807,APOH
206148_at,0.19535339,6.93E-02,2.5878,IL3RA
236516_at,0.19536148,6.93E-02,2.58771,
222182_s_at,0.19536148,6.93E-02,2.58767,CNOT2
244332_at,0.195382,6.93E-02,2.58747,
241060_x_at,0.195382,6.93E-02,2.58744,
207126_x_at,0.195382,6.93E-02,2.58741,UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10
229182_at,0.195382,6.93E-02,2.58739,MIR4723///TMEM199
225563_at,0.19538306,6.93E-02,2.58734,PAN3
217906_at,0.19539339,6.93E-02,2.58721,KLHDC2
220080_at,0.19539339,6.93E-02,2.5872,FBXL8
204459_at,0.19543636,6.93E-02,2.58683,CSTF2
203008_x_at,0.19543636,6.93E-02,2.58682,TXNDC9
228091_at,0.19543636,6.93E-02,2.58676,STX17
209966_x_at,0.19543636,6.93E-02,2.58673,ESRRG
218208_at,0.19543636,6.93E-02,2.58671,PQLC1
1552882_a_at,0.19543636,6.93E-02,2.58668,AMER1
211474_s_at,0.19543636,6.93E-02,2.58668,SERPINB6
205960_at,0.19544786,6.93E-02,2.58654,PDK4
206513_at,0.19544786,6.93E-02,2.58653,AIM2
222464_s_at,0.19546417,6.94E-02,2.58641,MCMBP
204784_s_at,0.19548898,6.94E-02,2.58625,MLF1
209136_s_at,0.19549345,6.94E-02,2.58614,USP10
234319_at,0.19549345,6.94E-02,2.58613,STOX2
230796_at,0.19550525,6.94E-02,2.58603,LINC01191
1566851_at,0.19550525,6.94E-02,2.58599,TRIM42
239266_at,0.19552873,6.94E-02,2.58583,
229077_at,0.19554818,6.94E-02,2.5857,KATNB1
230955_s_at,0.19557276,6.94E-02,2.58554,NOL4L
220335_x_at,0.19559109,6.94E-02,2.58541,CES3
239773_at,0.19560804,6.94E-02,2.58528,LOC101927446///GTPBP10
1556319_at,0.19560804,6.95E-02,2.5852,TRIM44
234641_at,0.19560804,6.95E-02,2.58517,
221349_at,0.19560804,6.95E-02,2.58514,VPREB1
241422_at,0.19562322,6.95E-02,2.58502,
201967_at,0.19565992,6.95E-02,2.58473,RBM6
205347_s_at,0.19565992,6.95E-02,2.58473,TMSB15B///TMSB15A
237274_at,0.19565992,6.95E-02,2.58468,LINC01208
218350_s_at,0.19565992,6.95E-02,2.58467,GMNN
212430_at,0.19570117,6.95E-02,2.58442,RBM38
234544_at,0.19570117,6.95E-02,2.58439,ARHGEF12
215510_at,0.19572831,6.95E-02,2.58422,ETV2
220127_s_at,0.19576139,6.95E-02,2.58401,FBXL12
230545_at,0.19576139,6.95E-02,2.58395,PARD3-AS1
242479_s_at,0.19576139,6.96E-02,2.58392,MCM4
41037_at,0.19588684,6.96E-02,2.5833,TEAD4
215592_at,0.1960374,6.97E-02,2.58256,
1553450_s_at,0.19606054,6.97E-02,2.58233,LINC00304
202232_s_at,0.19606054,6.97E-02,2.58229,EIF3M
234818_at,0.19606054,6.97E-02,2.58226,TMEM108
200876_s_at,0.19606054,6.97E-02,2.58224,PSMB1
1564653_s_at,0.19606054,6.97E-02,2.58222,LEKR1
215861_at,0.19606642,6.97E-02,2.58213,LOC101927770
225407_at,0.19606642,6.97E-02,2.5821,MBP
204524_at,0.1960863,6.97E-02,2.58196,LOC101060747///PDPK1
210386_s_at,0.19610028,6.97E-02,2.58185,MTX1
1566709_at,0.19613266,6.97E-02,2.58166,
224863_at,0.1961599,6.97E-02,2.58145,GNAQ
219115_s_at,0.1961599,6.97E-02,2.58144,IL20RA
231772_x_at,0.19617136,6.97E-02,2.58134,CENPH
232425_at,0.19626254,6.98E-02,2.58082,SNX25
244034_at,0.19626254,6.98E-02,2.58079,
207355_at,0.19626254,6.98E-02,2.58078,SLC1A7
241120_s_at,0.19633161,6.98E-02,2.58042,CDC20B
230518_at,0.19638458,6.98E-02,2.58013,MPZL2
202648_at,0.19646909,6.99E-02,2.57966,TCF3
220109_at,0.19646909,6.99E-02,2.57957,TF
238154_at,0.19646909,6.99E-02,2.57956,CEP70
230716_at,0.19646909,6.99E-02,2.57955,SMLR1
210115_at,0.19646909,6.99E-02,2.57951,RPL39L
226212_s_at,0.19647317,6.99E-02,2.57942,INSR
205146_x_at,0.19647317,6.99E-02,2.57939,APBA3
222824_at,0.19647317,6.99E-02,2.57935,NUDT5
227227_at,0.19648566,6.99E-02,2.57925,
1566517_at,0.1964931,6.99E-02,2.57914,
202367_at,0.1964931,6.99E-02,2.57912,CUX1
225552_x_at,0.19651689,6.99E-02,2.57897,AURKAIP1
207691_x_at,0.19655081,7.00E-02,2.57876,ENTPD1
1559220_at,0.19655081,7.00E-02,2.57872,LOC101929054
1570190_at,0.19659316,7.00E-02,2.57848,LSAMP
208603_s_at,0.19668024,7.00E-02,2.57803,MAPK8IP2
240544_at,0.1966896,7.00E-02,2.57794,
205459_s_at,0.19669263,7.00E-02,2.57785,NPAS2
212336_at,0.19669263,7.00E-02,2.57784,EPB41L1
239655_at,0.19671187,7.00E-02,2.57768,
211131_s_at,0.19671187,7.00E-02,2.5776,EDA
1553701_a_at,0.19671187,7.00E-02,2.57758,DUSP18
203581_at,0.19671187,7.00E-02,2.57756,SPHAR///RAB4A
225368_at,0.19674095,7.01E-02,2.57738,HIPK2
1557089_at,0.19674574,7.01E-02,2.57728,KIF5C
241503_at,0.19674574,7.01E-02,2.57727,FAM81A
1561813_at,0.19681561,7.01E-02,2.5769,
211322_s_at,0.1968559,7.01E-02,2.57667,SARDH
223771_at,0.19686542,7.01E-02,2.57658,TMEM87A
219626_at,0.19692491,7.01E-02,2.57626,MAP7D3
1556690_s_at,0.19700492,7.02E-02,2.57585,
222203_s_at,0.19709992,7.02E-02,2.57535,NT5C1B-RDH14///RDH14
239901_at,0.19709992,7.02E-02,2.57532,
244639_at,0.19711378,7.02E-02,2.57521,
217831_s_at,0.19713439,7.02E-02,2.57503,NSFL1C
232506_s_at,0.19713439,7.02E-02,2.57503,C15orf41
266_s_at,0.19714232,7.02E-02,2.57494,CD24
1565306_a_at,0.19715458,7.03E-02,2.57484,SLC8A1
1555931_at,0.19715481,7.03E-02,2.57479,TSGA10
206320_s_at,0.19715481,7.03E-02,2.57471,SMAD9
205237_at,0.19715481,7.03E-02,2.5747,FCN1
239115_at,0.19718017,7.03E-02,2.57454,TMED3
228760_at,0.19719974,7.03E-02,2.57431,SRSF8
207727_s_at,0.19719974,7.03E-02,2.57428,MUTYH
227612_at,0.19719974,7.03E-02,2.57421,ELAVL3
234206_at,0.19719974,7.03E-02,2.57418,
1562760_at,0.19719974,7.03E-02,2.57418,LOC101929288
205517_at,0.19719974,7.03E-02,2.57408,GATA4
218432_at,0.19719974,7.03E-02,2.57407,FBXO3
242703_at,0.19719974,7.03E-02,2.57405,
230943_at,0.19719974,7.03E-02,2.57399,SOX17
204265_s_at,0.19719974,7.03E-02,2.57399,GPSM3
213297_at,0.19728738,7.04E-02,2.57354,RMND5B
236659_x_at,0.19729492,7.04E-02,2.57346,
220642_x_at,0.19730937,7.04E-02,2.57335,GPR89A///GPR89B
209600_s_at,0.19736913,7.04E-02,2.57303,ACOX1
205377_s_at,0.1973727,7.04E-02,2.57297,ACHE
228374_at,0.1973764,7.04E-02,2.5729,R3HCC1L
235708_at,0.19738704,7.04E-02,2.57281,KLB
243807_at,0.19747919,7.04E-02,2.57234,NCOA7
238363_at,0.19749656,7.05E-02,2.57219,
242232_at,0.19749656,7.05E-02,2.57217,
209227_at,0.19751771,7.05E-02,2.57203,TUSC3
211274_at,0.19753152,7.05E-02,2.57188,TBX1
221744_at,0.19753152,7.05E-02,2.57187,DCAF7
204431_at,0.19754584,7.05E-02,2.57176,TLE2
216501_at,0.1975689,7.05E-02,2.57161,VAC14
222758_s_at,0.1975689,7.05E-02,2.57156,TMEM132A
230593_at,0.19761663,7.05E-02,2.5713,GRIK3
241978_at,0.19761663,7.05E-02,2.57125,AKR1A1
238824_at,0.19762349,7.05E-02,2.57118,RPS29
